name,vintage-name,origin,description,year,bottle-shot,abv,acidity,ph,sugar,currency,price
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2012,https://cellar.db.wine/attachments/eac8a4f4-0e22-4053-a2c9-a557f02ff78a/a452919a6cecf6a2e5898abcfa62b2d65776b3bf4c5791cc9ce862ca60829984.png,15.7,5.6,3.69,,USD,
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2011,https://cellar.db.wine/attachments/2697919b-8b4c-482c-9990-89a4b83d59aa/8e12cac917cefffa82b2f2ddcd954fd55523891553e9137581ece21091a5fd25.png,15.7,,,,USD,
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2010,https://cellar.db.wine/attachments/c18ec3c4-37df-402c-95b8-1f68a5a1b265/a0bf91a1402fa8733facddc411ab628c28cf8efe8755db5f9ab8aa0f5c9e94c0.png,15.9,,,,USD,
Authenticity,Paso Robles Willow Creek District,"California, United States","Authenticity is a very authentic blend with primarily Syrah from one very steep limestone hillside at Paderewski and blended with a neighboring block of Mourvèdre to yield a supple, sultry and seamless wine that is classically Paderewski. Sometimes we co-ferment some Syrah with a neighboring Viognier block to add a little spice and freshness to the mix. This wine is deemed “The Bill Wine” because it has many gears – big and bold yet elegant and refined.",2009,https://cellar.db.wine/attachments/754d99c0-4b8b-4559-993d-2983cdc84b1f/11eeb29ca16cd432534cedf79c190b3946be2638c1fdc58eb58c36ac2c8ed4ed.png,16,,,,USD,
Mourvèdre,Paso Robles Willow Creek District,"California, United States","After showcasing Mourvèdre two years in a row as our 2013 and 2014 Creativity, we realized we were madly in love this wine and needed to make it a permanent member of our Epoch family.  2015 was our first bottling of Mourvèdre by its own name, and we hope to release it every year if Mother Nature gives us the fruit to do so.  As one would suspect, this wine will always be Mourvèdre dominant (though it may be assisted by small amounts of other varieties depending on the vintage) and will consistently reflect the pure essence and unique quality that makes Mourvèdre such a distinct and exciting grape.",2019,https://cellar.db.wine/attachments/839141c7-8a31-4bdf-b52f-38e4fd4c39ff/f57d13f50e94b71d5a022aa9a4ff7d995dcef33189f7da60285d82041083eae1.png,15.1,5.1,3.89,,USD,
Mourvèdre,Paso Robles Willow Creek District,"California, United States","After showcasing Mourvèdre two years in a row as our 2013 and 2014 Creativity, we realized we were madly in love this wine and needed to make it a permanent member of our Epoch family.  2015 was our first bottling of Mourvèdre by its own name, and we hope to release it every year if Mother Nature gives us the fruit to do so.  As one would suspect, this wine will always be Mourvèdre dominant (though it may be assisted by small amounts of other varieties depending on the vintage) and will consistently reflect the pure essence and unique quality that makes Mourvèdre such a distinct and exciting grape.",2017,https://cellar.db.wine/attachments/3130ada1-11c7-4258-8bdd-459a31448098/554989f5012487b1e894f17e0c47861b53320b1339073f95219c92557b06f4e8.jpeg,15.9,5.6,3.83,,USD,
Mourvèdre,Paso Robles Willow Creek District,"California, United States","After showcasing Mourvèdre two years in a row as our 2013 and 2014 Creativity, we realized we were madly in love this wine and needed to make it a permanent member of our Epoch family.  2015 was our first bottling of Mourvèdre by its own name, and we hope to release it every year if Mother Nature gives us the fruit to do so.  As one would suspect, this wine will always be Mourvèdre dominant (though it may be assisted by small amounts of other varieties depending on the vintage) and will consistently reflect the pure essence and unique quality that makes Mourvèdre such a distinct and exciting grape.",2016,https://cellar.db.wine/attachments/04b7ad14-91a3-4213-8fda-c8a00b726cb5/e716dcd5f1b5927728d06f534a7be00c910ee5582af77d9ecace3f8d5b755b13.jpeg,15.6,6,3.82,,USD,
Mourvèdre,Paso Robles Willow Creek District,"California, United States","After showcasing Mourvèdre two years in a row as our 2013 and 2014 Creativity, we realized we were madly in love this wine and needed to make it a permanent member of our Epoch family.  2015 was our first bottling of Mourvèdre by its own name, and we hope to release it every year if Mother Nature gives us the fruit to do so.  As one would suspect, this wine will always be Mourvèdre dominant (though it may be assisted by small amounts of other varieties depending on the vintage) and will consistently reflect the pure essence and unique quality that makes Mourvèdre such a distinct and exciting grape.",2015,https://cellar.db.wine/attachments/3d5965c1-4a0d-40cb-ad3d-8675872fae3b/a1851ba78a8570a55dd8fe6ef8b8ca2412a9ac820cae597d6bff1f32c7b08baa.jpeg,15.2,5.4,3.93,,USD,
Ingenuity,Paso Robles Willow Creek District,"California, United States","Syrah leads this luscious blend of Grenache and Mourvèdre to play nicely with its signature dash of Petite Sirah. Though the majority of its fruit comes from both Paderewski and Catapult Vineyards, the Petite Sirah hails solely from one west-facing limestone area on our Paderewski Vineyard.",2019,https://cellar.db.wine/attachments/62e66212-6479-4180-aed5-ab8d77e8d83a/ca56949a01837844e8597af8d04b8efea11013b2756171ca1f1a4d16e3e8800b.png,15.2,5.6,4.02,,USD,
Ingenuity,Paso Robles Willow Creek District,"California, United States","Syrah leads this luscious blend of Grenache and Mourvèdre to play nicely with its signature dash of Petite Sirah. Though the majority of its fruit comes from both Paderewski and Catapult Vineyards, the Petite Sirah hails solely from one west-facing limestone area on our Paderewski Vineyard.",2018,https://cellar.db.wine/attachments/15c259a1-f277-4101-9032-ebd802e25fb8/13ecb6530c89d43a1d23927f167fce90dfb3a421304a1abb9bb54f21a76a067c.png,15.1,5.6,3.73,,USD,70
Ingenuity,Paso Robles Willow Creek District,"California, United States","Syrah leads this luscious blend of Grenache and Mourvèdre to play nicely with its signature dash of Petite Sirah. Though the majority of its fruit comes from both Paderewski and Catapult Vineyards, the Petite Sirah hails solely from one west-facing limestone area on our Paderewski Vineyard.",2017,https://cellar.db.wine/attachments/93d93d58-6e27-4b60-954a-fe6a8e45e18a/4f14388f223dde21bd936bb629eefd24e5e0e576425ed331777475f03df84177.png,15.5,5.6,3.82,,USD,
Ingenuity,Paso Robles Willow Creek District,"California, United States","Syrah leads this luscious blend of Grenache and Mourvèdre to play nicely with its signature dash of Petite Sirah. Though the majority of its fruit comes from both Paderewski and Catapult Vineyards, the Petite Sirah hails solely from one west-facing limestone area on our Paderewski Vineyard.",2016,https://cellar.db.wine/attachments/af4ae9bf-3f89-4496-a0c0-823673672f0b/201774b1838d2365145ad86b1905055a773eac067af74f6f5e5714dcadc72839.png,15.3,6.2,3.79,,USD,
Ingenuity,Paso Robles Willow Creek District,"California, United States","Syrah leads this luscious blend of Grenache and Mourvèdre to play nicely with its signature dash of Petite Sirah. Though the majority of its fruit comes from both Paderewski and Catapult Vineyards, the Petite Sirah hails solely from one west-facing limestone area on our Paderewski Vineyard.",2015,https://cellar.db.wine/attachments/4456cf5c-5676-4a29-9475-4726670fca5a/d71fab9d29abf84300a0dc371970d61dce75e05c65fc95dee3e9e2a520dcd767.png,15.1,5.8,3.82,,USD,
Ingenuity,Paso Robles Willow Creek District,"California, United States","Syrah leads this luscious blend of Grenache and Mourvèdre to play nicely with its signature dash of Petite Sirah. Though the majority of its fruit comes from both Paderewski and Catapult Vineyards, the Petite Sirah hails solely from one west-facing limestone area on our Paderewski Vineyard.",2014,https://cellar.db.wine/attachments/fea9b191-f9d5-425e-a6af-d52393f0427c/7c825b84c01b745248de227a247d77095cab0075b584afa1122c076b7c2a64c4.png,15.7,5.7,3.73,,USD,70
Ingenuity,Paso Robles Willow Creek District,"California, United States","Syrah leads this luscious blend of Grenache and Mourvèdre to play nicely with its signature dash of Petite Sirah. Though the majority of its fruit comes from both Paderewski and Catapult Vineyards, the Petite Sirah hails solely from one west-facing limestone area on our Paderewski Vineyard.",2013,https://cellar.db.wine/attachments/1f12246d-5200-493a-bff9-e66d0bdddf6c/50b8e1b2f7b8122e8c694bde1183de1d57609d8ee439cef2ce5cce6dad5622d7.png,15.8,5.6,3.76,,USD,
Ingenuity,Paso Robles Willow Creek District,"California, United States","Syrah leads this luscious blend of Grenache and Mourvèdre to play nicely with its signature dash of Petite Sirah. Though the majority of its fruit comes from both Paderewski and Catapult Vineyards, the Petite Sirah hails solely from one west-facing limestone area on our Paderewski Vineyard.",2012,https://cellar.db.wine/attachments/40046b86-f5d7-4781-8cb3-8b017b834f7d/b14be1509611e182b4c63c2519d1845fd16a02e9a7dae1ef1bf4d97cafe5a431.png,15.6,5.8,3.73,,USD,
Tempranillo,Paso Robles Willow Creek District,"California, United States","A Spanish variety, this wine is typically 100% Tempranillo though every now and then a small percentage of Grenache or Syrah may find a home in this wine.",2019,https://cellar.db.wine/attachments/08bf9a85-1890-44a9-9800-7266bd2005b1/3f8c970ae11d7904efb330a33f66b14c907a4ea35eaf544412954503cb761214.jpeg,15.3,4.7,4.08,,USD,
Tempranillo,Paso Robles Willow Creek District,"California, United States","A Spanish variety, this wine is typically 100% Tempranillo though every now and then a small percentage of Grenache or Syrah may find a home in this wine.",2018,https://cellar.db.wine/attachments/3f3b79d2-b5f7-4034-8722-32a6734d9570/7d4cc2f45f96d69b391cfcbf3a2f472bee10637fcc705525c9d9c4fdc0b538af.png,15.3,5.3,3.88,,USD,
Tempranillo,Paso Robles Willow Creek District,"California, United States","A Spanish variety, this wine is typically 100% Tempranillo though every now and then a small percentage of Grenache or Syrah may find a home in this wine.",2017,https://cellar.db.wine/attachments/0127bda2-9eea-4255-a9cf-0299dd90875b/6dadf52df978ff269594f130c77ea86514126091cbbf42c8ede6b4941dcbf0ae.png,15.4,5.3,3.96,,USD,
Tempranillo,Paso Robles Willow Creek District,"California, United States","A Spanish variety, this wine is typically 100% Tempranillo though every now and then a small percentage of Grenache or Syrah may find a home in this wine.",2016,https://cellar.db.wine/attachments/9a9c99e1-1e73-4254-8a99-315353aa179c/8c203a7f07fe81143c80c4b88c866bd33fd1de8c73fb9ee639390d65dd7d6322.png,15.3,5.7,3.8,,USD,
Tempranillo,Paso Robles Willow Creek District,"California, United States","A Spanish variety, this wine is typically 100% Tempranillo though every now and then a small percentage of Grenache or Syrah may find a home in this wine.",2015,https://cellar.db.wine/attachments/3e14fe2d-fcdb-4127-be64-6623c00c2993/c044d10c92d50cfc5458ae9ebc004c3d459d7333d370692479bcef05d5bfda3a.png,15.4,5.4,3.94,,USD,
Tempranillo,Paso Robles Willow Creek District,"California, United States","A Spanish variety, this wine is typically 100% Tempranillo though every now and then a small percentage of Grenache or Syrah may find a home in this wine.",2014,https://cellar.db.wine/attachments/be416775-2a6e-464f-9061-9d2e8e5d23ed/48381ff36601e19f15970a2d7dbab330b13bee583ff1c6c4d9424df8390de20f.png,15.5,5.7,3.71,,USD,
Tempranillo,Paso Robles Willow Creek District,"California, United States","A Spanish variety, this wine is typically 100% Tempranillo though every now and then a small percentage of Grenache or Syrah may find a home in this wine.",2013,https://cellar.db.wine/attachments/3f7bb753-a2df-4c1e-a555-f41a49360204/11c5189d853b6e5e332baf6f17ffb42f02fead4565e8b85a1bc1078cb0cdda4a.png,15.4,4.9,3.95,,USD,
Tempranillo,Paso Robles Willow Creek District,"California, United States","A Spanish variety, this wine is typically 100% Tempranillo though every now and then a small percentage of Grenache or Syrah may find a home in this wine.",2012,https://cellar.db.wine/attachments/bbbe53ab-ab43-42c1-88c3-22791cd79451/878624a8200d9f4ee23ad45756c9baa62945e7c66383afd5e6a61c4152723a62.png,15.5,6.4,3.81,,USD,
Zinfandel,Paso Robles Willow Creek District,"California, United States","Generally 100% Zinfandel, yet in some vintages there might be a splash of Syrah, Mourvèdre or even Carignan for spice and texture. This wine pays homage to Ignacy Jan Paderewski who was the first to plant Zinfandel in Paso Robles.",2017,https://cellar.db.wine/attachments/b9adb2ae-1627-43ea-a73e-05612daa27d3/dc418de1b941fdf7dcef70ada857a6be0102b29f1d0b1eba64ed957fec9ef602.png,15.4,6.1,3.56,,USD,65
Zinfandel,Paso Robles Willow Creek District,"California, United States","Generally 100% Zinfandel, yet in some vintages there might be a splash of Syrah, Mourvèdre or even Carignan for spice and texture. This wine pays homage to Ignacy Jan Paderewski who was the first to plant Zinfandel in Paso Robles.",2016,https://cellar.db.wine/attachments/cacdeefc-1ff8-4bfd-ad1a-af71c34f3c77/c864fd198040754970c1d5c01c5a6748d20e4fd279bf0ee5371a9fcf248d14d9.png,15.7,6,3.67,,USD,
Zinfandel,Paso Robles Willow Creek District,"California, United States","Generally 100% Zinfandel, yet in some vintages there might be a splash of Syrah, Mourvèdre or even Carignan for spice and texture. This wine pays homage to Ignacy Jan Paderewski who was the first to plant Zinfandel in Paso Robles.",2015,https://cellar.db.wine/attachments/01c5198c-cc84-4c49-a316-e1ad833f6c8e/2886c4c9f66cd941ed92b04caa83c8b6727a5a3e1aaee210e5cb858dd4aaa9a6.png,15.2,6.2,3.8,,USD,
Zinfandel,Paso Robles Willow Creek District,"California, United States","Generally 100% Zinfandel, yet in some vintages there might be a splash of Syrah, Mourvèdre or even Carignan for spice and texture. This wine pays homage to Ignacy Jan Paderewski who was the first to plant Zinfandel in Paso Robles.",2014,https://cellar.db.wine/attachments/51667b81-fbf6-4513-82a9-ec5d16f758c5/acb523a7133a10e418e1ef67d2efd8455e49720c70b92aaf27f3e64ac1df3218.png,15.7,5.8,3.77,,USD,
Zinfandel,Paso Robles Willow Creek District,"California, United States","Generally 100% Zinfandel, yet in some vintages there might be a splash of Syrah, Mourvèdre or even Carignan for spice and texture. This wine pays homage to Ignacy Jan Paderewski who was the first to plant Zinfandel in Paso Robles.",2013,https://cellar.db.wine/attachments/5a8a133a-3002-435e-904f-1ec2c72ea96f/01e7da4d3a29cb3f8c0f778250950b6434df4819e3a0405eae6334ba597b40f2.png,15.7,5.2,3.77,,USD,
Zinfandel,Paso Robles Willow Creek District,"California, United States","Generally 100% Zinfandel, yet in some vintages there might be a splash of Syrah, Mourvèdre or even Carignan for spice and texture. This wine pays homage to Ignacy Jan Paderewski who was the first to plant Zinfandel in Paso Robles.",2012,https://cellar.db.wine/attachments/309a7e1a-1fcb-435d-b02b-e4374f63e175/71ba31cb61d445b17c6cfa3c1ea815f65a7c790fdc6aa5df30240325f95f6a9f.png,15.9,,,,USD,
Zinfandel,Paso Robles Willow Creek District,"California, United States","Generally 100% Zinfandel, yet in some vintages there might be a splash of Syrah, Mourvèdre or even Carignan for spice and texture. This wine pays homage to Ignacy Jan Paderewski who was the first to plant Zinfandel in Paso Robles.",2011,https://cellar.db.wine/attachments/40c501a8-067d-4d38-b17d-c16b374daf5d/43348c70d1e0178bde7da45b71a39dc439ddb7f1f5053b3eadd29941fb96f8c1.png,15.8,,,,USD,
Zinfandel,Paso Robles Willow Creek District,"California, United States","Generally 100% Zinfandel, yet in some vintages there might be a splash of Syrah, Mourvèdre or even Carignan for spice and texture. This wine pays homage to Ignacy Jan Paderewski who was the first to plant Zinfandel in Paso Robles.",2010,https://cellar.db.wine/attachments/c8dd9a79-3681-4701-baf6-6835508afb54/acabf0ea6acf839ae1e8ff7894c49af7ea0e81ce11ebc03b82ee6dc64b2ad7be.png,15.5,,,,USD,
York Mountain Grenache,York Mountain,"California, United States","The York Family, Paso wine pioneers and owners of this historic property for more than eighty years, planted vines on this land in 1882, making it one of the first vineyards on the central coast.",2018,https://cellar.db.wine/attachments/8c619018-9eb7-470c-8455-2a6073bc465b/dfa12b389fadba66d727e9f9fc18243c0b39f21778454360cedddedaf78f3430.jpg,15.2,5.1,3.66,,USD,
White Extended Age,Paso Robles Willow Creek District,"California, United States","The extended age version of our Epoch White is aged a bit longer in French oak foudre, and thus boasts a weightier palate with more umph. ",2020,https://cellar.db.wine/attachments/fc8a615d-feee-48d8-ba9a-1333e5aeaed9/c7a2a2015fa52d2ce91dde1762d7c6d1f9ce07d21438db28453e94fd6d26471d.png,14.4,5.6,3.76,,USD,45
Sparkling Blanc,Wrattonbully,Australia,"Blanc de Blancs typically express elegance and this wine is no exception. The palate is brisk and fresh, light brioche notes supporting again that austere chalk driven mineral structure and lively citrus texture. Truly a wine for celebration, oysters, seafood platters and plenty of laughter.",-1,https://cellar.db.wine/attachments/90d1b32f-c473-4e0a-864f-b4ca9e846e13/07243b010e6d0a2b81e72f0b10694f8b4d6838899eec053087bdb015a5a310ff.png,12.5,5.5,3.07,5.3,AUD,30
Single Vineyard Cabernet Sauvignon,Wrattonbully,Australia,"Deep ruby in colour. Aromas of red capsicum, herbaceous, atypical varietal characters. Integrated, malt, dried spices, medium bodied, light velvet tannins, peppery, dark fruits.",2019,https://cellar.db.wine/attachments/5b113e7d-6a3b-4f62-afd0-57757cbbb843/e6a4a7b96f1f9da6b980e50697b03f57835914a2f96d1c871ab389143ef01922.jpeg,14.5,6.4,3.65,0.7,AUD,28
Family Selection Single Vineyard Chardonnay,Wrattonbully,Australia,"Medium gold, stone fruit and citrus blossom. White peach and citrus with a hint of brioche, good weight and mouthfeel. An elegant wine. Vegan Friendly.",2021,https://cellar.db.wine/attachments/608ab233-6b87-4ece-84c5-8c76807a616e/7651349fbf0a4d011d1a29ae79118cfc4da15b6c975948307b038a13062293e7.jpeg,12.7,6.3,3.52,0.5,USD,37.99
Family Selection Single Vineyard Chardonnay,Wrattonbully,Australia,"Medium gold, stone fruit and citrus blossom. White peach and citrus with a hint of brioche, good weight and mouthfeel. An elegant wine. Vegan Friendly.",2020,https://cellar.db.wine/attachments/28e00a8e-dce3-4c66-8e64-396b2efc66e2/46e62cc15fd2d4924bce99bf295721e5deceb1e1a8bb72be4efaaf4eca327aea.png,12.7,6.5,3.41,3.2,AUD,38
Family Selection Single Vineyard Chardonnay,Wrattonbully,Australia,"Medium gold, stone fruit and citrus blossom. White peach and citrus with a hint of brioche, good weight and mouthfeel. An elegant wine. Vegan Friendly.",2019,https://cellar.db.wine/attachments/39062b03-cfa4-4a90-ba59-766e1bdee912/2fc3fae2d5c11f62e60251a78aac756a54c4b10447f9f873d4125acda554784c.jpg,12.9,6.5,3.49,1.5,USD,37.99
Family Selection Single Vineyard Chardonnay,Wrattonbully,Australia,"Medium gold, stone fruit and citrus blossom. White peach and citrus with a hint of brioche, good weight and mouthfeel. An elegant wine. Vegan Friendly.",2017,https://cellar.db.wine/attachments/dac8818e-502f-44fb-9006-9852706885a4/21d6c5dd0f48faeedf2f0fdeccb83bd304a63f647f74e2ee65fd528168588ea7.jpg,13.2,5.3,3.53,1.5,AUD,38
Single Vineyard Chardonnay,Wrattonbully,Australia,"A reserved style, soft with oak and fruit and has some great acidity.

White peach, zesty citrus with some flinty notes. 

Think Chablis in style. Clean and refreshing.

",2021,https://cellar.db.wine/attachments/025047f9-4a35-4351-864d-728bf5c397fb/9cd4003a37beaf1286e8071ff93ec41715eb3269d9a2323047b8d60c13e31d44.jpeg,12.7,5.8,3.47,1.4,USD,24
Single Vineyard Chardonnay,Wrattonbully,Australia,"A reserved style, soft with oak and fruit and has some great acidity.

White peach, zesty citrus with some flinty notes. 

Think Chablis in style. Clean and refreshing.

",2018,https://cellar.db.wine/attachments/9add3b86-551c-44d5-bcdf-aceb04fa00c7/eb43ef69e20d8a8c182a323fe5f86c045200350d55a9fcdad9f1349aeaf6c43d.jpg,12.7,5.3,3.37,3.4,USD,24
Single Vineyard Chardonnay,Wrattonbully,Australia,"A reserved style, soft with oak and fruit and has some great acidity.

White peach, zesty citrus with some flinty notes. 

Think Chablis in style. Clean and refreshing.

",2017,https://cellar.db.wine/attachments/aebbde13-5b77-4aaa-aec5-a136c4e2edd2/39b7828422fc3e6111df7254c02cc2811c65f7bb3cf124c3287afbaa79c7e9b9.jpg,12.7,5.7,3.39,2.3,USD,18
Single Vineyard Chardonnay,Wrattonbully,Australia,"A reserved style, soft with oak and fruit and has some great acidity.

White peach, zesty citrus with some flinty notes. 

Think Chablis in style. Clean and refreshing.

",2016,https://cellar.db.wine/attachments/4d216186-9b65-4746-a741-6023e17a95f2/5225fc8ccfd60e62c601e6ef4be8755f2eee21324d65fc2ca4e069f24a6d00e5.png,12.7,5.1,3.47,2.4,AUD,20
Single Vineyard Wrattonbully Cabernet Shiraz,Wrattonbully,Australia,Created from a blend of nearly equal proportions from the best sections the vineyard. This wine is consistently a real crowd pleaser. With the Shiraz making it instantly appealing in the Cabernet filling in the palate the result is a beautifully balanced quintessential Australian red blend.,2019,https://cellar.db.wine/attachments/6a474df7-bb23-483e-a907-95d56c18d663/a1ba4601997f524589cbefef897b1e4138c72e34c879486354ed27219f598c44.jpeg,14.5,6.3,3.63,0.4,USD,29.99
Single Vineyard Wrattonbully Cabernet Shiraz,Wrattonbully,Australia,Created from a blend of nearly equal proportions from the best sections the vineyard. This wine is consistently a real crowd pleaser. With the Shiraz making it instantly appealing in the Cabernet filling in the palate the result is a beautifully balanced quintessential Australian red blend.,2016,https://cellar.db.wine/attachments/d8a95f5b-149d-44e8-9396-bee9c697e9eb/377cf932e160b42161636cc80e69d299657c89c8ab24cd47f8ed67185b9c6f53.jpg,14.5,7.3,3.64,1.2,AUD,29.99
Single Vineyard Wrattonbully Cabernet Shiraz,Wrattonbully,Australia,Created from a blend of nearly equal proportions from the best sections the vineyard. This wine is consistently a real crowd pleaser. With the Shiraz making it instantly appealing in the Cabernet filling in the palate the result is a beautifully balanced quintessential Australian red blend.,2015,https://cellar.db.wine/attachments/1abd9c97-15f6-44ca-b3b0-937f597f79ae/0573d08a70b81873f0017f7621e203e53c6d981fae42342bd19f7baccbe66887.jpg,14.5,6.9,3.64,0.9,AUD,28
Single Vineyard Wrattonbully Cabernet Shiraz,Wrattonbully,Australia,Created from a blend of nearly equal proportions from the best sections the vineyard. This wine is consistently a real crowd pleaser. With the Shiraz making it instantly appealing in the Cabernet filling in the palate the result is a beautifully balanced quintessential Australian red blend.,2013,https://cellar.db.wine/attachments/73c868dd-64e9-48c8-a9f2-55cebf94901e/88fc42df016b5344c6d5756c2383a5ca4a9ca75d5fc48b43cbc96da31d003db8.png,14,7.4,3.57,2.2,AUD,35
Family Selection Single Vineyard Shiraz,Wrattonbully,Australia,"Carefully selected from the best sections of our vineyard, the grapes are fermented in open top concrete fermentors then aged in a combination of new and seasoned French oak hogshead's for 24-34 months before bottling.  With minimal intervention to let the quality of the vintage shine. The resulting wine is elegant, refined and well balanced.",2019,https://cellar.db.wine/attachments/ee57a38e-89c3-4e25-a172-e25837e519cc/ec5bcec82b25438f188ae880796381d158560a18cd4a2ae0a95a6e928246d964.jpeg,14.5,6.2,3.67,0.7,AUD,48
Family Selection Single Vineyard Shiraz,Wrattonbully,Australia,"Carefully selected from the best sections of our vineyard, the grapes are fermented in open top concrete fermentors then aged in a combination of new and seasoned French oak hogshead's for 24-34 months before bottling.  With minimal intervention to let the quality of the vintage shine. The resulting wine is elegant, refined and well balanced.",2016,https://cellar.db.wine/attachments/9d9699e4-31b7-4c68-b554-d660916a828a/c83a863c24c0d6d06d0e500b8913fb96d6c486edf81a6f510a1d6ef162e0a2b1.jpg,14.5,6.7,3.65,1.2,USD,41.99
Sparkling Shiraz,Wrattonbully,Australia,With a bright purple foam and a fine bead this wine is light in style and refreshing. Lush berry fruit with Christmas cake spice and some oak complexity.,-1,https://cellar.db.wine/attachments/1b17f3cc-aa41-4716-934e-9ba12cd47bac/886b9eaf88b2340d9ce7627e973efbf8930ca193127747035b220ca89a941213.jpeg,13.2,5.8,3.42,20.2,AUD,30
"Cabernet Sauvignon, Oakville",Napa Valley,"California, United States","Our Oakville Cabernet Sauvignon shows impressive depth, richness and refinement on the palate. Generous black fruit flavors are accented by hints of dried herb, mocha and cedar against a backdrop of plush tannins. The bold flavors or an aged sirloin or roast rack of lamb pair well with this quintessential Oakville Cabernet Sauvignon.",2018,https://cellar.db.wine/attachments/d81128e4-23d6-4fe3-82a5-c7896db72343/3d3694602382b5ef71cc86ed62c6d96045b81f54f1d92bdaba0fcf6d2157764f.png,14.5,0.66,3.58,,USD,95
"Viognier, Paso Robles",Napa Valley,"California, United States","Aromatically complex with citrus and honeysuckle notes on the nose and a plush feel on the palate, our Viognier consistently displays a fine balance of neutral acidity and intense concentration. This quintessential food wine was whole cluster pressed and stainless steel fermented to allow the vibrant, tropical and stone fruit characteristics of this varietal to shine.",2019,https://cellar.db.wine/attachments/802c0210-0aa1-4227-90b6-aaad6dcb190c/35e727ef435c6f6f6c1733c2ae0b82b76a376fbd7773fa236e9e44ff31493a1d.png,14.4,0.65,3.84,0,USD,25
Emily's Cabernet Sauvignon,Napa Valley,"California, United States","Emily’s is our eponymous offering in remembrance of Emily Miner, co-founder of Miner Family Winery. This blend is as expressive and elegant as our muse. We honor her by crafting a decadent and rich wine layered with aromas of black fruit and hints of mocha, espresso and toasted oak. Truly iconic Napa Valley for a truly iconic woman.",2017,https://cellar.db.wine/attachments/1b194dd7-a4b4-4f3d-abbc-af2f3f5cd111/ead7a5f8f9be557cee6c93929317b7d79d8aae405a0763371af99d2e2e864dfb.png,14.6,0.65,3.56,0,USD,60
"Sauvignon Blanc, Napa Valley",Napa Valley,"California, United States","This crisp Napa Valley Sauvignon Blanc is fermented and aged in stainless steel. With aromas of stone fruit and freshly cut herbs followed by grapefruit-melon flavors on the palate, this wine is best enjoyed in its youth.",2020,https://cellar.db.wine/attachments/0038b72e-9ea5-4c5e-9699-f54f5e73c1d3/7921312a82c1deffdd487f96177e137145eb20452c2fecba5ed7b6923b16e846.png,13.9,0.53,3.43,0,USD,25
"The Oracle, Napa Valley Red Wine",Napa Valley,"California, United States","Our flagship wine, a full-bodied, single vineyard red blend, grants a nod toward elegance. This Bordeaux-style blend is silky, reserved and supremely balanced. Lush aromatics of raspberry and dark cherry with a hint of eucalyptus, The Oracle is decadent, but with finesse. Earthiness and layers of dried flowers and cocoa integrate harmoniously into a finely balanced marriage between tannin and acid, providing the structure that ensures, like all impeccable beauties, this wine is sure to age gracefully.",2017,https://cellar.db.wine/attachments/2eeb0769-b25a-4563-ac10-cbf87878a7df/1da14d4f5f74d14b4d23cf85f77a73de155b4f215b37274fbc8064061079989c.png,14.6,0.63,3.63,,USD,125
"The Oracle, Napa Valley Red Wine",Napa Valley,"California, United States","Our flagship wine, a full-bodied, single vineyard red blend, grants a nod toward elegance. This Bordeaux-style blend is silky, reserved and supremely balanced. Lush aromatics of raspberry and dark cherry with a hint of eucalyptus, The Oracle is decadent, but with finesse. Earthiness and layers of dried flowers and cocoa integrate harmoniously into a finely balanced marriage between tannin and acid, providing the structure that ensures, like all impeccable beauties, this wine is sure to age gracefully.",2016,https://cellar.db.wine/attachments/ed564a0b-cd10-46d2-b881-c6b0b341e080/d24eea2f307f883326650dfc944f396fbc2ebf4c900b16603989ed39a3db04db.png,14.3,0.67,3.48,0,,
